received_date,receveid_hour,sensor A,sensor B,sensor C
26/09/2020,09:38:21,45,25,0
26/09/2020,09:42:37,35,19,3
26/09/2020,09:50:21,45,15,2
26/09/2020,10:01:23,52,21,3
26/09/2020,10:06:24,55,24,4
26/09/2020,10:12:25,37,19,2
26/09/2020,10:20:26,46,21,3
26/09/2020,10:22:27,36,16,0
26/09/2020,10:34:32,42,24,3
26/09/2020,10:38:21,49,17,5
26/09/2020,10:42:37,47,16,3
26/09/2020,10:50:21,46,20,5
26/09/2020,11:01:23,50,18,4
26/09/2020,11:06:24,39,25,3
26/09/2020,11:12:25,38,22,1
26/09/2020,11:20:26,46,24,3
26/09/2020,11:22:27,54,18,5
26/09/2020,11:34:32,49,15,0
26/09/2020,11:38:21,53,22,2
26/09/2020,11:42:37,44,25,3
26/09/2020,11:50:21,46,24,0
26/09/2020,12:01:23,51,16,4
26/09/2020,12:06:24,42,22,5
26/09/2020,12:12:25,47,23,3
26/09/2020,12:20:26,51,19,4
26/09/2020,12:22:27,54,20,4
26/09/2020,12:34:32,51,21,2
26/09/2020,12:38:21,35,24,3
26/09/2020,12:42:37,43,15,4
26/09/2020,12:50:21,55,21,0
26/09/2020,13:01:23,55,16,4
26/09/2020,13:06:24,46,25,5
26/09/2020,13:12:25,54,23,2
26/09/2020,13:20:26,39,16,5
26/09/2020,13:22:27,38,16,4
26/09/2020,13:34:32,39,22,2
26/09/2020,13:38:21,51,24,5
26/09/2020,13:42:37,52,25,4
26/09/2020,13:50:21,51,17,1
26/09/2020,14:01:23,47,21,3
26/09/2020,14:06:24,44,20,4
26/09/2020,14:12:25,43,16,2
26/09/2020,14:20:26,49,17,2
26/09/2020,14:22:27,44,19,2
26/09/2020,14:34:32,36,23,4
26/09/2020,14:38:21,49,17,4
26/09/2020,14:42:37,44,24,0
26/09/2020,14:50:21,42,20,4
26/09/2020,15:01:23,47,25,0
26/09/2020,15:06:24,55,20,5
26/09/2020,15:12:25,39,24,4
26/09/2020,15:20:26,54,18,1
26/09/2020,15:22:27,38,23,2
26/09/2020,15:34:32,44,25,0
26/09/2020,15:38:21,49,21,2
26/09/2020,15:42:37,45,16,3
26/09/2020,15:50:21,43,24,1
26/09/2020,16:01:23,52,15,3
26/09/2020,16:06:24,44,16,2
26/09/2020,16:12:25,55,15,4
26/09/2020,16:20:26,44,18,4
26/09/2020,16:22:27,54,19,3
26/09/2020,16:34:32,49,21,4
26/09/2020,16:38:21,46,17,2
26/09/2020,16:42:37,54,19,1
26/09/2020,16:50:21,35,16,1
26/09/2020,17:01:23,36,17,5
26/09/2020,17:06:24,47,20,4
26/09/2020,17:12:25,55,20,0
26/09/2020,17:20:26,52,24,2
26/09/2020,17:22:27,52,24,2
26/09/2020,17:34:32,41,19,4
26/09/2020,17:38:21,38,19,5
26/09/2020,17:42:37,40,19,4
26/09/2020,17:50:21,45,20,5
26/09/2020,18:01:23,55,24,3
26/09/2020,18:06:24,43,22,0
26/09/2020,18:12:25,55,19,3
26/09/2020,18:20:26,52,24,5
26/09/2020,18:22:27,55,25,2
26/09/2020,18:34:32,50,15,2
26/09/2020,18:38:21,46,16,0
26/09/2020,18:42:37,50,17,4
26/09/2020,18:50:21,50,24,1
26/09/2020,19:01:23,44,24,3
26/09/2020,19:06:24,37,22,2
26/09/2020,19:12:25,40,16,2
26/09/2020,19:20:26,55,15,3
26/09/2020,19:22:27,44,15,0
26/09/2020,19:34:32,44,24,2
26/09/2020,19:38:21,36,19,1
26/09/2020,19:42:37,37,20,3
26/09/2020,19:50:21,35,20,4
26/09/2020,20:01:23,42,23,5
26/09/2020,20:06:24,52,15,4
26/09/2020,20:12:25,52,20,0
26/09/2020,20:20:26,44,24,0
26/09/2020,20:22:27,50,23,2
26/09/2020,20:34:32,47,19,4
26/09/2020,20:38:21,46,23,1
26/09/2020,20:42:37,47,24,3
26/09/2020,20:50:21,47,23,3
26/09/2020,21:01:23,42,18,0
26/09/2020,21:06:24,46,22,4
26/09/2020,21:12:25,42,22,3
26/09/2020,21:20:26,37,17,2
26/09/2020,21:22:27,55,24,2
26/09/2020,21:34:32,35,23,3
26/09/2020,21:38:21,38,17,0
26/09/2020,21:42:37,39,24,3
26/09/2020,21:50:21,50,25,2
26/09/2020,22:01:23,51,19,3
26/09/2020,22:06:24,36,15,0
26/09/2020,22:12:25,55,24,5
26/09/2020,22:20:26,43,24,4
26/09/2020,22:22:27,47,18,5
26/09/2020,22:34:32,53,21,1
26/09/2020,22:38:21,54,21,2
26/09/2020,22:42:37,40,24,2
26/09/2020,22:50:21,41,23,5
26/09/2020,23:01:23,40,19,0
26/09/2020,23:06:24,51,24,5
26/09/2020,23:12:25,37,22,3
26/09/2020,23:20:26,38,24,1
26/09/2020,23:22:27,40,15,0
26/09/2020,23:34:32,47,25,2
26/09/2020,23:38:21,55,23,1
26/09/2020,23:42:37,44,19,4
26/09/2020,23:50:21,51,16,4
27/09/2020,00:01:23,44,17,3
27/09/2020,00:06:24,35,15,5
27/09/2020,00:12:25,55,25,0
27/09/2020,00:20:26,54,15,2
27/09/2020,00:22:27,54,19,2
27/09/2020,00:34:32,36,18,3
27/09/2020,00:38:21,42,23,5
27/09/2020,00:42:37,51,22,5
27/09/2020,00:50:21,44,23,3
27/09/2020,00:55:24,55,15,5
27/09/2020,01:01:23,36,24,1
27/09/2020,01:06:24,40,23,5
27/09/2020,01:12:25,40,19,2
27/09/2020,01:20:26,44,20,5
27/09/2020,01:22:27,35,20,3
27/09/2020,01:34:32,50,22,4
27/09/2020,01:38:21,41,23,3
27/09/2020,01:42:37,48,25,3
27/09/2020,01:50:21,39,21,4
27/09/2020,02:01:23,49,23,3
27/09/2020,02:06:24,44,24,3
27/09/2020,02:12:25,54,22,2
27/09/2020,02:20:26,44,15,4
27/09/2020,02:22:27,50,20,3
27/09/2020,02:34:32,48,21,5
27/09/2020,02:38:21,49,18,4
27/09/2020,02:42:37,54,15,1
27/09/2020,02:50:21,49,18,1
27/09/2020,03:01:23,55,24,3
27/09/2020,03:06:24,51,17,5
27/09/2020,03:12:25,38,25,2
27/09/2020,03:20:26,47,21,1
27/09/2020,03:22:27,55,18,2
27/09/2020,03:34:32,52,16,4
27/09/2020,03:38:21,54,15,1
27/09/2020,03:42:37,51,22,3
27/09/2020,03:50:21,48,25,1
27/09/2020,04:01:23,47,23,0
27/09/2020,04:06:24,42,25,5
27/09/2020,04:12:25,44,17,5
27/09/2020,04:20:26,42,18,0
27/09/2020,04:22:27,48,21,5
27/09/2020,04:34:32,47,22,5
27/09/2020,04:38:21,44,16,4
27/09/2020,04:42:37,39,15,2
27/09/2020,04:50:21,40,21,1
27/09/2020,05:01:23,55,19,5
27/09/2020,05:06:24,42,18,1
27/09/2020,05:12:25,40,15,2
27/09/2020,05:20:26,54,22,3
27/09/2020,05:22:27,46,23,5
27/09/2020,05:34:32,43,18,4
27/09/2020,05:38:21,48,17,1
27/09/2020,05:42:37,42,19,5
27/09/2020,05:50:21,52,22,4
27/09/2020,06:01:23,44,19,5
27/09/2020,06:06:24,44,24,5
27/09/2020,06:12:25,54,22,4
27/09/2020,06:20:26,53,23,0
27/09/2020,06:22:27,55,23,0
27/09/2020,06:34:32,50,15,3
27/09/2020,06:38:21,49,18,4
27/09/2020,06:42:37,45,21,3
27/09/2020,06:50:21,44,21,1
27/09/2020,07:01:23,43,25,1
27/09/2020,07:06:24,40,20,1
27/09/2020,07:12:25,41,17,2
27/09/2020,07:20:26,35,16,0
27/09/2020,07:22:27,55,17,2
27/09/2020,07:34:32,46,24,1
27/09/2020,07:38:21,35,17,2
27/09/2020,07:42:37,54,18,3
27/09/2020,07:50:21,37,20,0
27/09/2020,07:01:23,35,17,4
27/09/2020,07:06:24,37,18,1
27/09/2020,07:12:25,44,25,2
27/09/2020,07:20:26,38,23,1
27/09/2020,07:22:27,44,15,1
27/09/2020,07:34:32,35,18,4
27/09/2020,07:38:21,49,22,2
27/09/2020,07:42:37,53,19,5
27/09/2020,07:50:21,37,18,1
27/09/2020,08:01:23,41,23,2
27/09/2020,08:06:24,38,18,1
27/09/2020,08:12:25,39,19,4
27/09/2020,09:20:26,47,19,3
27/09/2020,09:22:27,38,17,3
27/09/2020,09:34:32,47,24,2
27/09/2020,09:38:21,42,18,3
27/09/2020,09:42:37,52,21,0
27/09/2020,09:50:21,42,24,0
27/09/2020,10:01:23,35,22,4
27/09/2020,10:06:24,49,19,1
27/09/2020,10:12:25,40,21,2
27/09/2020,10:20:26,36,23,4
27/09/2020,10:22:27,40,21,4
27/09/2020,10:34:32,46,21,0
27/09/2020,10:38:21,55,25,4
27/09/2020,10:42:37,43,16,5
27/09/2020,10:50:21,53,18,2
27/09/2020,11:01:23,50,16,0
27/09/2020,11:06:24,47,15,5
27/09/2020,11:12:25,54,20,3
27/09/2020,11:20:26,54,21,1
27/09/2020,11:22:27,50,24,5
27/09/2020,11:34:32,54,25,1
27/09/2020,11:38:21,43,24,3
27/09/2020,11:42:37,35,23,3
27/09/2020,11:50:21,53,20,4
27/09/2020,12:01:23,46,24,1
27/09/2020,12:06:24,38,16,1
27/09/2020,12:12:25,42,17,5
27/09/2020,12:20:26,36,19,0
27/09/2020,12:22:27,49,20,2
27/09/2020,12:34:32,49,15,4
27/09/2020,12:38:21,49,18,1
27/09/2020,12:42:37,55,25,2
27/09/2020,12:50:21,40,22,1
27/09/2020,13:01:23,40,18,0
27/09/2020,13:06:24,40,15,0
27/09/2020,13:12:25,44,16,5
27/09/2020,13:20:26,54,16,4
27/09/2020,13:22:27,53,17,2
27/09/2020,13:34:32,40,24,0
27/09/2020,13:38:21,41,20,0
27/09/2020,13:42:37,49,25,3
27/09/2020,13:50:21,38,15,0
27/09/2020,14:01:23,41,16,4
27/09/2020,14:06:24,54,23,1
27/09/2020,14:12:25,38,21,3
27/09/2020,14:20:26,47,15,4
27/09/2020,14:22:27,37,24,1
27/09/2020,14:34:32,54,17,5
27/09/2020,14:38:21,43,22,3
27/09/2020,14:42:37,45,25,3
27/09/2020,14:50:21,43,15,3
27/09/2020,15:01:23,38,20,4
27/09/2020,15:06:24,54,23,0
27/09/2020,15:12:25,53,20,1
27/09/2020,15:20:26,49,20,3
27/09/2020,15:22:27,41,20,3
27/09/2020,15:34:32,35,16,1
27/09/2020,15:38:21,49,22,0
27/09/2020,15:42:37,52,16,0
27/09/2020,15:50:21,50,23,1
27/09/2020,16:01:23,48,23,4
27/09/2020,16:06:24,42,21,2
27/09/2020,16:12:25,38,25,4
27/09/2020,16:20:26,50,15,0
27/09/2020,16:22:27,36,23,3
27/09/2020,16:34:32,43,16,4
27/09/2020,16:38:21,36,19,1
27/09/2020,16:42:37,43,25,3
27/09/2020,16:50:21,53,23,4
27/09/2020,17:01:23,48,23,1
27/09/2020,17:06:24,46,17,3
27/09/2020,17:12:25,55,25,3
27/09/2020,17:20:26,45,25,3
27/09/2020,17:22:27,49,24,3
27/09/2020,17:34:32,41,19,5
27/09/2020,17:38:21,52,18,0
27/09/2020,17:42:37,51,23,2
27/09/2020,17:50:21,47,22,2
27/09/2020,18:01:23,39,22,3
27/09/2020,18:06:24,53,18,4
27/09/2020,18:12:25,35,18,0
27/09/2020,18:20:26,52,24,5
27/09/2020,18:22:27,52,23,0
27/09/2020,18:34:32,52,19,1
27/09/2020,18:38:21,50,15,4
27/09/2020,18:42:37,40,20,0
27/09/2020,18:50:21,37,18,1
27/09/2020,19:01:23,52,25,4
27/09/2020,19:06:24,39,17,0
27/09/2020,19:12:25,41,17,3
27/09/2020,19:20:26,49,17,2
27/09/2020,19:22:27,51,16,2
27/09/2020,19:34:32,36,22,5
27/09/2020,19:38:21,51,17,5
27/09/2020,19:42:37,46,24,1
27/09/2020,19:50:21,41,17,3
27/09/2020,20:01:23,51,20,1
27/09/2020,20:06:24,54,19,3
27/09/2020,20:12:25,36,15,4
27/09/2020,20:20:26,35,24,2
27/09/2020,20:22:27,47,15,4
27/09/2020,20:34:32,44,22,4
27/09/2020,20:38:21,43,22,2
27/09/2020,20:42:37,51,17,1
27/09/2020,20:50:21,47,15,5
27/09/2020,21:01:23,37,16,3
27/09/2020,21:06:24,50,24,4
27/09/2020,21:12:25,47,19,2
27/09/2020,21:20:26,38,22,4
27/09/2020,21:22:27,53,25,3
27/09/2020,21:34:32,47,18,2
27/09/2020,21:38:21,38,24,1
27/09/2020,21:42:37,38,16,5
27/09/2020,21:50:21,55,17,2
27/09/2020,22:01:23,41,23,1
27/09/2020,22:06:24,53,19,4
27/09/2020,22:12:25,50,17,5
27/09/2020,22:20:26,45,23,5
27/09/2020,22:22:27,47,25,4
27/09/2020,22:34:32,35,22,3
27/09/2020,22:38:21,43,22,4
27/09/2020,22:42:37,37,25,4
27/09/2020,22:50:21,35,16,5
27/09/2020,23:01:23,54,19,4
27/09/2020,23:06:24,47,18,5
27/09/2020,23:12:25,45,23,3
27/09/2020,23:20:26,38,21,3
27/09/2020,23:22:27,47,19,1
27/09/2020,23:34:32,43,21,3
27/09/2020,23:38:21,35,25,0
27/09/2020,23:42:37,45,20,1
27/09/2020,23:50:21,50,15,2
28/09/2020,00:01:23,38,21,5
28/09/2020,00:06:24,47,18,1
28/09/2020,00:12:25,54,16,2
28/09/2020,00:20:26,36,17,3
28/09/2020,00:22:27,44,16,1
28/09/2020,00:34:32,51,20,3
28/09/2020,00:38:21,48,16,1
28/09/2020,00:42:37,41,16,0
28/09/2020,00:50:21,45,25,1
28/09/2020,00:55:24,39,16,5
28/09/2020,01:01:23,43,25,0
28/09/2020,01:06:24,35,17,1
28/09/2020,01:12:25,46,20,2
28/09/2020,01:20:26,37,25,3
28/09/2020,01:22:27,47,21,5
28/09/2020,01:34:32,37,25,2
28/09/2020,01:38:21,52,16,0
28/09/2020,01:42:37,37,19,2
28/09/2020,01:50:21,46,18,2
28/09/2020,02:01:23,49,18,2
28/09/2020,02:06:24,37,18,4
28/09/2020,02:12:25,40,22,2
28/09/2020,02:20:26,42,18,2
28/09/2020,02:22:27,37,21,2
28/09/2020,02:34:32,44,18,0
28/09/2020,02:38:21,38,18,2
28/09/2020,02:42:37,45,25,0
28/09/2020,02:50:21,42,16,4
28/09/2020,03:01:23,49,19,5
28/09/2020,03:06:24,47,21,3
28/09/2020,03:12:25,45,24,0
28/09/2020,03:20:26,42,17,2
28/09/2020,03:22:27,49,15,3
28/09/2020,03:34:32,39,19,4
28/09/2020,03:38:21,41,17,4
28/09/2020,03:42:37,51,17,0
28/09/2020,03:50:21,46,20,4
28/09/2020,04:01:23,50,21,3
28/09/2020,04:06:24,40,19,2
28/09/2020,04:12:25,46,15,1
28/09/2020,04:20:26,41,24,5
28/09/2020,04:22:27,46,15,2
28/09/2020,04:34:32,44,24,1
28/09/2020,04:38:21,36,25,0
28/09/2020,04:42:37,41,20,4
28/09/2020,04:50:21,45,21,2
28/09/2020,05:01:23,53,16,4
28/09/2020,05:06:24,44,24,4
28/09/2020,05:12:25,48,19,1
28/09/2020,05:20:26,44,24,5
28/09/2020,05:22:27,50,22,5
28/09/2020,05:34:32,52,22,1
28/09/2020,05:38:21,50,19,2
28/09/2020,05:42:37,45,20,1
28/09/2020,05:50:21,47,16,2
28/09/2020,06:01:23,48,20,1
28/09/2020,06:06:24,45,23,1
28/09/2020,06:12:25,41,24,5
28/09/2020,06:20:26,39,15,3
28/09/2020,06:22:27,52,20,4
28/09/2020,06:34:32,48,17,4
28/09/2020,06:38:21,49,24,2
28/09/2020,06:42:37,42,19,5
28/09/2020,06:50:21,35,24,3
28/09/2020,07:01:23,46,23,5
28/09/2020,07:06:24,55,22,5
28/09/2020,07:12:25,37,21,3
28/09/2020,07:20:26,46,18,3
28/09/2020,07:22:27,38,25,2
28/09/2020,07:34:32,42,23,4
28/09/2020,07:38:21,43,21,3
28/09/2020,07:42:37,49,21,2
28/09/2020,07:50:21,39,15,4
28/09/2020,07:01:23,37,16,1
28/09/2020,07:06:24,39,15,4
28/09/2020,07:12:25,38,16,5
28/09/2020,07:20:26,52,17,5
28/09/2020,07:22:27,36,20,1
28/09/2020,07:34:32,55,23,2
28/09/2020,07:38:21,47,15,5
28/09/2020,07:42:37,50,20,4
28/09/2020,07:50:21,41,24,2
28/09/2020,08:01:23,43,15,2
28/09/2020,08:06:24,41,16,5
28/09/2020,08:12:25,45,16,0
28/09/2020,09:20:26,40,20,2
28/09/2020,09:22:27,40,24,2
28/09/2020,09:34:32,43,20,3
28/09/2020,09:38:21,50,21,0
28/09/2020,09:42:37,51,19,0
28/09/2020,09:50:21,40,19,3
28/09/2020,10:01:23,49,18,0
28/09/2020,10:06:24,45,16,0
28/09/2020,10:12:25,54,25,5
28/09/2020,10:20:26,46,16,3
28/09/2020,10:22:27,51,24,0
28/09/2020,10:34:32,51,23,0
28/09/2020,10:38:21,51,24,5
28/09/2020,10:42:37,47,16,2
28/09/2020,10:50:21,41,15,1
28/09/2020,11:01:23,45,22,1
28/09/2020,11:06:24,43,22,2
28/09/2020,11:12:25,48,25,3
28/09/2020,11:20:26,36,19,1
28/09/2020,11:22:27,53,19,2
28/09/2020,11:34:32,52,21,2
28/09/2020,11:38:21,44,18,2
28/09/2020,11:42:37,43,17,2
28/09/2020,11:50:21,53,22,4
28/09/2020,12:01:23,54,15,5
28/09/2020,12:06:24,50,25,4
28/09/2020,12:12:25,35,20,5
28/09/2020,12:20:26,36,20,2
28/09/2020,12:22:27,38,25,2
28/09/2020,12:34:32,49,18,1
28/09/2020,12:38:21,46,19,2
28/09/2020,12:42:37,44,25,3
28/09/2020,12:50:21,54,21,0
28/09/2020,13:01:23,52,15,5
28/09/2020,13:06:24,41,23,5
28/09/2020,13:12:25,52,15,0
28/09/2020,13:20:26,35,23,4
28/09/2020,13:22:27,50,21,2
28/09/2020,13:34:32,43,21,4
28/09/2020,13:38:21,36,23,3
28/09/2020,13:42:37,43,16,1
28/09/2020,13:50:21,47,16,0
28/09/2020,14:01:23,51,20,5
28/09/2020,14:06:24,54,25,5
28/09/2020,14:12:25,52,16,0
28/09/2020,14:20:26,40,24,0
28/09/2020,14:22:27,41,22,0
28/09/2020,14:34:32,47,21,5
28/09/2020,14:38:21,47,18,5
28/09/2020,14:42:37,35,22,1
28/09/2020,14:50:21,47,16,1
28/09/2020,15:01:23,46,20,4
28/09/2020,15:06:24,54,17,5
28/09/2020,15:12:25,49,23,2
28/09/2020,15:20:26,50,17,0
28/09/2020,15:22:27,50,19,5
28/09/2020,15:34:32,41,20,3
28/09/2020,15:38:21,55,22,4
28/09/2020,15:42:37,35,23,3
28/09/2020,15:50:21,36,19,4
28/09/2020,16:01:23,35,17,3
28/09/2020,16:06:24,44,20,5
28/09/2020,16:12:25,41,15,3
28/09/2020,16:20:26,54,20,5
28/09/2020,16:22:27,37,16,3
28/09/2020,16:34:32,54,23,5
28/09/2020,16:38:21,38,24,4
28/09/2020,16:42:37,36,23,2
28/09/2020,16:50:21,55,19,0
28/09/2020,17:01:23,45,17,3
28/09/2020,17:06:24,51,22,0
28/09/2020,17:12:25,55,16,5
28/09/2020,17:20:26,46,22,2
28/09/2020,17:22:27,48,22,3
28/09/2020,17:34:32,43,21,2
28/09/2020,17:38:21,51,16,2
28/09/2020,17:42:37,53,18,5
28/09/2020,17:50:21,50,20,1
28/09/2020,18:01:23,35,22,3
28/09/2020,18:06:24,37,20,3
28/09/2020,18:12:25,55,25,4
28/09/2020,18:20:26,55,25,4
28/09/2020,18:22:27,50,23,2
28/09/2020,18:34:32,36,24,1
28/09/2020,18:38:21,52,19,5
28/09/2020,18:42:37,40,21,2
28/09/2020,18:50:21,44,19,5
28/09/2020,19:01:23,55,18,0
28/09/2020,19:06:24,49,25,0
28/09/2020,19:12:25,36,19,3
28/09/2020,19:20:26,39,25,4
28/09/2020,19:22:27,49,21,5
28/09/2020,19:34:32,37,24,0
28/09/2020,19:38:21,38,20,0
28/09/2020,19:42:37,35,15,5
28/09/2020,19:50:21,35,18,3
28/09/2020,20:01:23,44,23,5
28/09/2020,20:06:24,51,15,5
28/09/2020,20:12:25,41,17,4
28/09/2020,20:20:26,45,21,3
28/09/2020,20:22:27,55,24,3
28/09/2020,20:34:32,35,25,3
28/09/2020,20:38:21,46,15,4
28/09/2020,20:42:37,40,19,1
28/09/2020,20:50:21,45,16,4
28/09/2020,21:01:23,49,21,4
28/09/2020,21:06:24,53,24,2
28/09/2020,21:12:25,52,16,3
28/09/2020,21:20:26,54,21,0
28/09/2020,21:22:27,54,16,0
28/09/2020,21:34:32,44,17,2
28/09/2020,21:38:21,55,23,1
28/09/2020,21:42:37,52,24,1
28/09/2020,21:50:21,40,22,1
28/09/2020,22:01:23,46,22,5
28/09/2020,22:06:24,41,22,4
28/09/2020,22:12:25,39,22,2
28/09/2020,22:20:26,42,19,0
28/09/2020,22:22:27,37,20,2
28/09/2020,22:34:32,36,19,5
28/09/2020,22:38:21,41,17,1
28/09/2020,22:42:37,41,20,0
28/09/2020,22:50:21,39,23,4
28/09/2020,23:01:23,44,23,2
28/09/2020,23:06:24,42,16,3
28/09/2020,23:12:25,37,19,3
28/09/2020,23:20:26,39,18,0
28/09/2020,23:22:27,48,16,4
28/09/2020,23:34:32,50,21,2
28/09/2020,23:38:21,53,15,0
28/09/2020,23:42:37,41,25,5
28/09/2020,23:50:21,41,15,0
29/09/2020,00:01:23,38,20,2
29/09/2020,00:06:24,36,25,2
29/09/2020,00:12:25,46,19,1
29/09/2020,00:20:26,47,19,1
29/09/2020,00:22:27,49,22,1
29/09/2020,00:34:32,50,20,4
29/09/2020,00:38:21,38,22,5
29/09/2020,00:42:37,46,19,0
29/09/2020,00:50:21,54,23,1
29/09/2020,00:55:24,39,24,1
29/09/2020,01:01:23,49,21,0
29/09/2020,01:06:24,39,22,1
29/09/2020,01:12:25,52,23,3
29/09/2020,01:20:26,48,25,1
29/09/2020,01:22:27,55,16,4
29/09/2020,01:34:32,43,22,4
29/09/2020,01:38:21,42,23,2
29/09/2020,01:42:37,45,23,5
29/09/2020,01:50:21,47,25,5
29/09/2020,02:01:23,46,18,2
29/09/2020,02:06:24,49,17,4
29/09/2020,02:12:25,43,17,3
29/09/2020,02:20:26,44,19,4
29/09/2020,02:22:27,44,24,0
29/09/2020,02:34:32,45,24,1
29/09/2020,02:38:21,55,25,0
29/09/2020,02:42:37,37,20,1
29/09/2020,02:50:21,44,19,3
29/09/2020,03:01:23,50,25,1
29/09/2020,03:06:24,42,18,1
29/09/2020,03:12:25,54,20,5
29/09/2020,03:20:26,45,23,3
29/09/2020,03:22:27,50,23,4
29/09/2020,03:34:32,53,15,3
29/09/2020,03:38:21,54,25,5
29/09/2020,03:42:37,40,16,4
29/09/2020,03:50:21,45,15,3
29/09/2020,04:01:23,46,19,1
29/09/2020,04:06:24,51,24,2
29/09/2020,04:12:25,38,17,4
29/09/2020,04:20:26,52,16,3
29/09/2020,04:22:27,38,18,1
29/09/2020,04:34:32,35,20,3
29/09/2020,04:38:21,44,22,2
29/09/2020,04:42:37,39,21,4
29/09/2020,04:50:21,41,25,1
29/09/2020,05:01:23,46,16,2
29/09/2020,05:06:24,54,20,4
29/09/2020,05:12:25,54,22,2
29/09/2020,05:20:26,38,25,2
29/09/2020,05:22:27,49,25,0
29/09/2020,05:34:32,40,19,1
29/09/2020,05:38:21,47,17,4
29/09/2020,05:42:37,37,20,3
29/09/2020,05:50:21,45,21,2
29/09/2020,06:01:23,51,17,3
29/09/2020,06:06:24,37,22,1
29/09/2020,06:12:25,45,22,2
29/09/2020,06:20:26,52,23,3
29/09/2020,06:22:27,41,16,1
29/09/2020,06:34:32,38,20,5
29/09/2020,06:38:21,47,21,2
29/09/2020,06:42:37,43,23,5
29/09/2020,06:50:21,49,20,0
29/09/2020,07:01:23,54,17,5
29/09/2020,07:06:24,37,16,3
29/09/2020,07:12:25,48,17,5
29/09/2020,07:20:26,45,18,4
29/09/2020,07:22:27,41,15,3
29/09/2020,07:34:32,42,17,1
29/09/2020,07:38:21,41,15,0
29/09/2020,07:42:37,47,25,1
29/09/2020,07:50:21,35,25,1
29/09/2020,07:01:23,44,22,4
29/09/2020,07:06:24,45,24,5
29/09/2020,07:12:25,39,17,4
29/09/2020,07:20:26,47,16,2
29/09/2020,07:22:27,50,19,4
29/09/2020,07:34:32,39,16,0
29/09/2020,07:38:21,44,17,1
29/09/2020,07:42:37,49,23,1
29/09/2020,07:50:21,51,21,2
29/09/2020,08:01:23,44,17,0
29/09/2020,08:06:24,53,15,3
29/09/2020,08:12:25,36,22,4
29/09/2020,09:20:26,37,20,4
29/09/2020,09:22:27,40,25,1
29/09/2020,09:34:32,55,16,1
29/09/2020,09:38:21,37,25,1
29/09/2020,09:42:37,43,18,0
29/09/2020,09:50:21,39,25,0
29/09/2020,10:01:23,53,16,4
29/09/2020,10:06:24,55,15,3
29/09/2020,10:12:25,46,16,0
29/09/2020,10:20:26,55,20,1
29/09/2020,10:22:27,45,15,1
29/09/2020,10:34:32,52,24,3
29/09/2020,10:38:21,55,15,5
29/09/2020,10:42:37,39,22,4
29/09/2020,10:50:21,42,21,3
29/09/2020,11:01:23,52,15,2
29/09/2020,11:06:24,53,20,4
29/09/2020,11:12:25,52,22,2
29/09/2020,11:20:26,47,15,2
29/09/2020,11:22:27,49,24,0
29/09/2020,11:34:32,49,23,2
29/09/2020,11:38:21,52,21,2
29/09/2020,11:42:37,52,19,2
29/09/2020,11:50:21,47,16,0
29/09/2020,12:01:23,55,22,1
29/09/2020,12:06:24,44,25,1
29/09/2020,12:12:25,39,21,2
29/09/2020,12:20:26,48,15,3
29/09/2020,12:22:27,49,18,4
29/09/2020,12:34:32,43,22,2
29/09/2020,12:38:21,50,24,3
29/09/2020,12:42:37,38,19,2
29/09/2020,12:50:21,41,21,4
29/09/2020,13:01:23,55,20,3
29/09/2020,13:06:24,35,23,3
29/09/2020,13:12:25,46,21,1
29/09/2020,13:20:26,48,23,3
29/09/2020,13:22:27,49,15,5
29/09/2020,13:34:32,44,20,0
29/09/2020,13:38:21,45,23,4
29/09/2020,13:42:37,49,17,4
29/09/2020,13:50:21,41,24,3
29/09/2020,14:01:23,46,21,4
29/09/2020,14:06:24,50,16,4
29/09/2020,14:12:25,39,21,2
29/09/2020,14:20:26,52,19,4
29/09/2020,14:22:27,48,24,5
29/09/2020,14:34:32,48,20,1
29/09/2020,14:38:21,50,20,5
29/09/2020,14:42:37,50,15,3
29/09/2020,14:50:21,44,20,2
29/09/2020,15:01:23,51,22,3
29/09/2020,15:06:24,35,20,4
29/09/2020,15:12:25,43,17,0
29/09/2020,15:20:26,37,22,0
29/09/2020,15:22:27,36,22,2
29/09/2020,15:34:32,51,23,1
29/09/2020,15:38:21,44,21,3
29/09/2020,15:42:37,42,20,2
29/09/2020,15:50:21,43,15,2
29/09/2020,16:01:23,52,24,5
29/09/2020,16:06:24,42,24,4
29/09/2020,16:12:25,36,23,3
29/09/2020,16:20:26,37,19,5
29/09/2020,16:22:27,39,20,2
29/09/2020,16:34:32,50,18,4
29/09/2020,16:38:21,39,25,4
29/09/2020,16:42:37,41,25,3
29/09/2020,16:50:21,35,24,3
29/09/2020,17:01:23,46,24,0
29/09/2020,17:06:24,39,23,5
29/09/2020,17:12:25,48,22,5
29/09/2020,17:20:26,46,19,0
29/09/2020,17:22:27,54,16,4
29/09/2020,17:34:32,44,19,4
29/09/2020,17:38:21,47,15,2
29/09/2020,17:42:37,54,21,2
29/09/2020,17:50:21,42,21,4
29/09/2020,18:01:23,51,21,3
29/09/2020,18:06:24,53,16,2
29/09/2020,18:12:25,36,25,4
29/09/2020,18:20:26,52,17,1
29/09/2020,18:22:27,42,16,1
29/09/2020,18:34:32,35,18,1
29/09/2020,18:38:21,50,19,3
29/09/2020,18:42:37,45,21,0
29/09/2020,18:50:21,35,19,1
